root_rustsec_id,root_cve_id,root_target_crate,hop,upstream_crate,upstream_fix_version,upstream_fix_time,downstream_crate,downstream_version,downstream_time,lag_days,dep_req,repo_url,pr_url,pr_merged_at,align_method,align_sha,status
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-deploymentmanager2,2.0.0+20210320,2021-04-01 16:02:06.461541 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/deploymentmanager2,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-replicapool1_beta2-cli,2.0.0+20160512,2021-04-02 13:37:45.255482 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/replicapool1_beta2-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-licensing1-cli,2.0.0+20210329,2021-04-03 01:30:38.032994 UTC,1522,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/licensing1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-firebasedynamiclinks1,2.0.0+20210329,2021-04-02 00:10:45.296415 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/firebasedynamiclinks1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-taskqueue1_beta2-cli,2.0.0+20160428,2021-04-03 01:35:02.190639 UTC,1522,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/taskqueue1_beta2-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-reseller1_sandbox,2.0.0+20160329,2021-04-02 12:42:47.055490 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/reseller1_sandbox,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-safebrowsing4-cli,2.0.0+20210330,2021-04-03 01:33:16.219194 UTC,1522,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/safebrowsing4-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-serviceregistryalpha-cli,2.0.0+20160401,2021-04-03 01:33:58.457164 UTC,1522,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/serviceregistryalpha-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-books1-cli,2.0.0+20210326,2021-04-02 12:56:44.284974 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/books1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-clouddebugger2,2.0.0+20210326,2021-04-01 15:57:53.664092 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/clouddebugger2,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-pubsub1_beta2,2.0.0+20210322,2021-04-02 12:42:04.432376 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/pubsub1_beta2,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-identitytoolkit3-cli,2.0.0+20180723,2021-04-02 13:25:52.208123 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/identitytoolkit3-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-appengine1_beta4-cli,2.0.0+20181005,2021-04-02 12:53:04.902062 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/appengine1_beta4-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-tagmanager1,2.0.0+20210330,2021-04-02 12:45:08.375645 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/tagmanager1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-proximitybeacon1_beta1,2.0.0+20200127,2021-04-02 12:41:52.010183 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/proximitybeacon1_beta1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-people1-cli,2.0.0+20210330,2021-04-03 01:31:46.013628 UTC,1522,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/people1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-tasks1-cli,2.0.0+20210329,2021-04-02 14:22:02.311087 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/tasks1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-bigquery2-cli,2.0.0+20210327,2021-04-02 12:54:45.613093 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/bigquery2-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-logging2,2.0.0+20210325,2021-04-02 00:19:46.244116 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/logging2,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-adsensehost4d1,2.0.0+20200930,2021-04-01 15:53:43.340016 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/adsensehost4d1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-youtube3,2.0.0+20210330,2021-04-02 13:46:27.038493 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/youtube3,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-pubsub1_beta2-cli,2.0.0+20210322,2021-04-02 13:35:44.485749 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/pubsub1_beta2-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-replicapool1_beta2,2.0.0+20160512,2021-04-02 12:42:37.324801 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/replicapool1_beta2,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-cloudtrace1-cli,2.0.0+20210319,2021-04-02 13:03:25.484823 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/cloudtrace1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-genomics1-cli,2.0.0+20210324,2021-04-02 13:22:25.866033 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/genomics1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-pagespeedonline2-cli,2.0.0+20191206,2021-04-03 01:31:32.934665 UTC,1522,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/pagespeedonline2-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-prediction1d6-cli,2.0.0+20160511,2021-04-03 01:32:09.137042 UTC,1522,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/prediction1d6-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-pubsub1,2.0.0+20210322,2021-04-02 12:41:55.815928 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/pubsub1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-plusdomains1,2.0.0+20190616,2021-04-02 12:41:33.533045 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/plusdomains1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-storagetransfer1-cli,2.0.0+20210316,2021-04-02 14:20:47.162288 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/storagetransfer1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-surveys2-cli,2.0.0+20180508,2021-04-02 14:21:08.145230 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/surveys2-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-webfonts1-cli,2.0.0+20210326,2021-04-03 01:35:37.774491 UTC,1522,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/webfonts1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-appengine1_beta4,2.0.0+20181005,2021-04-01 15:55:15.460697 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/appengine1_beta4,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-tagmanager1-cli,2.0.0+20210330,2021-04-03 01:34:56.795266 UTC,1522,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/tagmanager1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-androidenterprise1,2.0.0+20210324,2021-04-01 15:54:25.439952 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/androidenterprise1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-fitness1-cli,2.0.0+20210323,2021-04-02 13:20:58.047649 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/fitness1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-manager1_beta2,2.0.0+20140915,2021-04-02 00:30:39.344386 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/manager1_beta2,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-cloudlatencytest2-cli,2.0.0+20160309,2021-04-02 13:00:42.185805 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/cloudlatencytest2-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-appstate1-cli,2.0.0+20190627,2021-04-02 13:48:12.758147 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/appstate1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-plus1,2.0.0+20190616,2021-04-02 12:41:29.006703 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/plus1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-firebasedynamiclinks1-cli,2.0.0+20210329,2021-04-02 14:13:05.276649 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/firebasedynamiclinks1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-blogger3-cli,2.0.0+20210331,2021-04-02 12:56:24.242871 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/blogger3-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-plusdomains1-cli,2.0.0+20190616,2021-04-03 01:31:57.001677 UTC,1522,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/plusdomains1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-youtubereporting1,2.0.0+20210329,2021-04-02 12:46:52.223957 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/youtubereporting1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-bigquery2,2.0.0+20210327,2021-04-01 15:55:56.942331 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/bigquery2,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-discovery1-cli,2.0.0+20200806,2021-04-02 13:14:38.273431 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/discovery1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-drive2,2.0.0+20210322,2021-04-02 00:10:13.525904 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/drive2,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-proximitybeacon1_beta1-cli,2.0.0+20200127,2021-04-03 01:32:21.952724 UTC,1522,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/proximitybeacon1_beta1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-serviceregistryalpha,2.0.0+20160401,2021-04-02 12:44:00.454546 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/serviceregistryalpha,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-monitoring3,2.0.0+20210322,2021-04-02 00:31:09.719152 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/monitoring3,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-cloudresourcemanager1_beta1-cli,2.0.0+20210328,2021-04-02 14:11:43.456827 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/cloudresourcemanager1_beta1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-compute1,2.0.0+20210316,2021-04-01 16:00:25.040310 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/compute1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-cloudresourcemanager1,2.0.0+20210328,2021-04-02 00:07:10.341038 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/cloudresourcemanager1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-logging2_beta1,2.0.0+20190325,2021-04-02 00:19:49.689758 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/logging2_beta1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-dns1,2.0.0+20210319,2021-04-02 00:09:44.199103 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/dns1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-customsearch1-cli,2.0.0+20210330,2021-04-02 13:07:35.006428 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/customsearch1-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-autoscaler1_beta2,2.0.0+20150629,2021-04-01 15:55:47.989574 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/autoscaler1_beta2,,,tag_exact_no_pr,c606d37dd38af6586633b2bf6818d89237889842,commit_found_no_pr
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-adexchangebuyer1d3-cli,2.0.0+20210330,2021-04-02 13:46:57.075224 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/adexchangebuyer1d3-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-gmail1,2.0.0+20210322,2021-04-02 00:11:36.628206 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/gmail1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-identitytoolkit3,2.0.0+20180723,2021-04-01 16:08:17.784635 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/identitytoolkit3,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-people1,2.0.0+20210330,2021-04-02 12:41:07.836073 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/people1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-container1,2.0.0+20210314,2021-04-01 16:00:39.567326 UTC,1520,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/container1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-adexchangebuyer1d4-cli,2.0.0+20210330,2021-04-02 14:09:48.160439 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/adexchangebuyer1d4-cli,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
RUSTSEC-2016-0001,CVE-2016-10931,openssl,2,yup-oauth2,1.0.2,2017-01-31 18:04:58.500726 UTC,google-groupssettings1,2.0.0+20210325,2021-04-02 00:11:47.366428 UTC,1521,^5.0,https://github.com/Byron/google-apis-rs/tree/main/gen/groupssettings1,https://github.com/Byron/google-apis-rs/pull/183,2018-01-28T15:54:06Z,search_window,c606d37dd38af6586633b2bf6818d89237889842,found
